Person,Age,Gender,Own Home,Married,Close,Salary,Children,History,Catalogs,Region,State,City,First Purchase,Amount Spent
673,Middle Aged,Male,Renting,No,1,53300,0,Medium Spending,18,South,Tennessee,Memphis,40406,1720.018
686,Young,Female,Renting,No,1,17600,2,Low Spending,18,South,Tennessee,Memphis,41693,163.084
692,Young,Female,Renting,Married,1,63200,0,High Spending,24,South,Tennessee,Memphis,41869,1511.777
747,Middle Aged,Male,Own Home,Married,1,140700,3,Medium Spending,12,South,Tennessee,Memphis,41815,1001.207
762,Middle Aged,Female,Own Home,Married,0,118300,1,High Spending,12,South,Tennessee,Memphis,40308,2502.349
780,Middle Aged,Female,Own Home,Married,1,86400,1,High Spending,12,South,Tennessee,Memphis,41422,1713.073
800,Old,Female,Own Home,No,1,39600,0,Medium Spending,12,South,Tennessee,Memphis,41674,609.624
830,Young,Female,Renting,No,1,13100,0,NA,18,South,Tennessee,Memphis,42122,314.028
834,Old,Female,Renting,No,0,19700,0,Low Spending,6,South,Tennessee,Memphis,41927,535.463
840,Middle Aged,Female,Own Home,Married,1,97500,1,High Spending,12,South,Tennessee,Memphis,41579,1279.949
853,Young,Female,Renting,No,0,18400,1,Low Spending,6,South,Tennessee,Memphis,40181,303.454
873,Middle Aged,Male,Renting,Married,0,52800,2,Medium Spending,12,South,Tennessee,Memphis,41905,926.479
978,Middle Aged,Female,Own Home,No,1,36900,2,Low Spending,24,South,Tennessee,Memphis,41428,513.908
991,Young,Female,Renting,No,1,14100,3,NA,6,South,Tennessee,Memphis,42224,153.378
19,Young,Female,Renting,No,1,12400,1,NA,12,South,Florida,Miami,42117,228.996
26,Young,Male,Renting,No,0,17800,1,NA,18,South,Florida,Miami,42143,588.625
29,Middle Aged,Female,Own Home,Married,1,88200,0,NA,24,South,Florida,Miami,42073,2748.811
44,Middle Aged,Male,Own Home,Married,0,90700,3,High Spending,24,South,Florida,Miami,40675,2265.298
49,Old,Female,Own Home,No,1,36100,0,Medium Spending,12,South,Florida,Miami,40200,437.774
68,Middle Aged,Male,Own Home,No,1,63200,0,High Spending,24,South,Florida,Miami,39832,1932.447
74,Middle Aged,Female,Renting,Married,1,73000,1,Medium Spending,6,South,Florida,Miami,40256,489.929
97,Middle Aged,Male,Own Home,Married,1,96100,0,High Spending,6,South,Florida,Miami,41791,1588.377
99,Middle Aged,Male,Renting,No,1,54200,0,NA,18,South,Florida,Miami,42086,1405.189
124,Middle Aged,Female,Own Home,Married,1,130700,3,NA,6,South,Florida,Miami,42241,2070.257
151,Old,Male,Own Home,Married,1,55500,0,Medium Spending,18,South,Florida,Miami,39945,857.976
163,Middle Aged,Male,Renting,Married,0,84100,1,High Spending,24,South,Florida,Miami,41561,2362.03
171,Young,Female,Renting,No,1,10600,2,NA,24,South,Florida,Miami,42112,516.687
192,Old,Female,Own Home,Married,1,112800,0,High Spending,12,South,Florida,Miami,40265,1861.434
197,Young,Male,Renting,No,0,20800,0,NA,6,South,Florida,Miami,42221,259.818
218,Young,Male,Renting,No,1,31600,1,NA,12,South,Florida,Miami,42199,475.605
227,Old,Female,Own Home,No,1,32500,0,Medium Spending,24,South,Florida,Miami,40851,882.862
280,Young,Male,Renting,Married,1,80700,3,Low Spending,6,South,Florida,Miami,41226,202.181
288,Young,Female,Renting,Married,1,76400,0,NA,12,South,Florida,Miami,42061,2216.475
301,Middle Aged,Male,Own Home,Married,0,65400,3,NA,6,South,Florida,Miami,42068,835.853
320,Young,Female,Renting,No,1,19300,1,Low Spending,24,South,Florida,Miami,41361,308.417
330,Middle Aged,Male,Own Home,No,1,63700,0,NA,6,South,Florida,Miami,42242,1350.649
339,Middle Aged,Male,Renting,Married,1,74600,2,Medium Spending,18,South,Florida,Miami,41694,705.044
438,Old,Female,Own Home,Married,0,78800,0,High Spending,18,South,Florida,Miami,41665,3397.792
439,Middle Aged,Male,Renting,Married,0,124800,3,High Spending,18,South,Florida,Miami,40286,2536.685
443,Young,Male,Own Home,No,1,20900,0,Low Spending,24,South,Florida,Miami,40923,550.073
452,Middle Aged,Male,Renting,No,1,52400,0,NA,18,South,Florida,Miami,42205,856.726
470,Young,Male,Own Home,Married,1,62200,0,High Spending,24,South,Florida,Miami,40225,1347.527
472,Young,Male,Renting,No,1,21000,0,Low Spending,24,South,Florida,Miami,40209,645.873
549,Middle Aged,Female,Own Home,No,1,36700,1,NA,6,South,Florida,Miami,42237,529.347
587,Middle Aged,Male,Own Home,Married,0,102700,1,High Spending,18,South,Florida,Miami,40276,3785.425
588,Middle Aged,Female,Own Home,Married,1,90500,1,High Spending,6,South,Florida,Miami,41688,1116.002
593,Young,Male,Renting,Married,0,46300,1,Medium Spending,18,South,Florida,Miami,40383,1357.421
609,Middle Aged,Male,Own Home,Married,0,100100,1,High Spending,24,South,Florida,Miami,41218,3490.994
618,Old,Male,Own Home,Married,1,90600,0,High Spending,24,South,Florida,Miami,41211,3167.171
678,Young,Female,Renting,No,1,20300,2,Low Spending,12,South,Florida,Miami,41282,180.472
683,Middle Aged,Male,Own Home,Married,0,89500,0,High Spending,24,South,Florida,Miami,42174,5208.718
709,Young,Female,Renting,No,0,19700,2,Low Spending,6,South,Florida,Miami,40402,330.218
719,Young,Female,Renting,No,1,12000,0,Low Spending,6,South,Florida,Miami,41035,140.299
720,Middle Aged,Male,Renting,Married,1,79500,0,High Spending,18,South,Florida,Miami,41539,1763.296
758,Middle Aged,Female,Own Home,No,0,25300,1,NA,6,South,Florida,Miami,42108,450.915
811,Young,Female,Renting,No,0,18400,1,Low Spending,12,South,Florida,Miami,42096,662.415
838,Young,Male,Renting,No,0,25300,0,Medium Spending,12,South,Florida,Miami,40119,590.981
917,Young,Female,Renting,No,1,12500,1,Low Spending,6,South,Florida,Miami,40636,201.829
926,Middle Aged,Male,Own Home,Married,1,109200,3,Low Spending,24,South,Florida,Miami,42140,1102.084
960,Young,Female,Renting,No,0,14500,1,Low Spending,6,South,Florida,Miami,41684,221.87
962,Old,Female,Own Home,No,1,12700,2,Low Spending,6,South,Florida,Miami,40812,64.839
995,Old,Male,Own Home,No,1,41900,0,Medium Spending,6,South,Florida,Miami,41462,653.924
13,Middle Aged,Male,Own Home,No,1,45900,2,Low Spending,12,South,Louisiana,New Orleans,40696,416.15
20,Young,Male,Renting,Married,1,52600,1,Medium Spending,12,South,Louisiana,New Orleans,40691,1052.263
67,Old,Female,Own Home,No,1,12800,0,NA,12,South,Louisiana,New Orleans,42058,230.249
81,Old,Female,Own Home,Married,1,118000,3,Low Spending,12,South,Louisiana,New Orleans,42012,581.205
94,Young,Male,Renting,No,1,18700,0,Low Spending,12,South,Louisiana,New Orleans,41024,288.887
96,Young,Female,Own Home,No,1,32600,3,Low Spending,12,South,Louisiana,New Orleans,40993,172.315
132,Young,Female,Renting,No,0,23100,2,Low Spending,6,South,Louisiana,New Orleans,41068,465.554
133,Young,Male,Renting,No,0,10900,0,Low Spending,24,South,Louisiana,New Orleans,41649,407.302
147,Middle Aged,Male,Own Home,Married,1,69900,1,NA,18,South,Louisiana,New Orleans,42078,2100.891
165,Old,Female,Renting,No,1,42500,0,Medium Spending,24,South,Louisiana,New Orleans,41057,918.166
169,Middle Aged,Female,Own Home,No,0,56000,3,Medium Spending,6,South,Louisiana,New Orleans,41973,530.267
184,Young,Female,Renting,No,1,14600,3,Low Spending,6,South,Louisiana,New Orleans,40418,46.55
186,Middle Aged,Female,Own Home,Married,1,126300,1,High Spending,6,South,Louisiana,New Orleans,40023,1888.376
195,Middle Aged,Male,Renting,No,1,44500,0,Medium Spending,24,South,Louisiana,New Orleans,41118,1174.783
211,Young,Female,Renting,Married,1,54200,1,Medium Spending,6,South,Louisiana,New Orleans,41251,486.077
314,Young,Male,Renting,Married,1,55500,3,Low Spending,12,South,Louisiana,New Orleans,39928,216.107
323,Middle Aged,Male,Own Home,No,0,75400,0,High Spending,24,South,Louisiana,New Orleans,39820,2723.299
354,Young,Male,Renting,No,1,23200,1,Low Spending,24,South,Louisiana,New Orleans,41365,504.002
379,Old,Female,Own Home,Married,1,111500,0,High Spending,18,South,Louisiana,New Orleans,40617,2510.02
391,Young,Female,Renting,No,1,22100,2,Low Spending,18,South,Louisiana,New Orleans,40507,280.381
436,Middle Aged,Female,Own Home,Married,1,79900,3,Low Spending,12,South,Louisiana,New Orleans,41443,294.761
440,Young,Female,Renting,Married,1,36900,1,NA,18,South,Louisiana,New Orleans,42191,1480.283
442,Middle Aged,Female,Own Home,No,1,65800,1,Medium Spending,12,South,Louisiana,New Orleans,40405,868.524
449,Middle Aged,Female,Renting,No,1,50500,1,Medium Spending,12,South,Louisiana,New Orleans,40570,940.152
476,Middle Aged,Male,Own Home,Married,1,54200,1,Medium Spending,6,South,Louisiana,New Orleans,42238,756.958
532,Old,Male,Renting,No,1,44400,0,Medium Spending,18,South,Louisiana,New Orleans,40876,886.314
558,Middle Aged,Male,Own Home,Married,0,93000,3,High Spending,6,South,Louisiana,New Orleans,42052,1045.96
598,Old,Female,Own Home,Married,1,22400,0,NA,24,South,Louisiana,New Orleans,42113,947.303
639,Middle Aged,Female,Own Home,Married,1,74700,1,Medium Spending,6,South,Louisiana,New Orleans,41432,703.879
660,Middle Aged,Male,Own Home,No,1,50600,3,NA,6,South,Louisiana,New Orleans,42194,713.017
751,Old,Male,Renting,Married,1,90200,0,High Spending,18,South,Louisiana,New Orleans,39817,2183.422
756,Middle Aged,Female,Renting,Married,1,82300,2,Medium Spending,12,South,Louisiana,New Orleans,40454,580.43
786,Young,Male,Renting,No,0,20300,2,Low Spending,24,South,Louisiana,New Orleans,40869,450.078
795,Middle Aged,Female,Renting,No,1,40700,3,Low Spending,18,South,Louisiana,New Orleans,41861,231.594
847,Middle Aged,Male,Own Home,Married,1,83900,0,High Spending,24,South,Louisiana,New Orleans,42008,1721.248
857,Middle Aged,Female,Own Home,Married,0,102800,2,High Spending,18,South,Louisiana,New Orleans,42084,2238.228
866,Young,Female,Renting,No,1,26700,1,NA,12,South,Louisiana,New Orleans,42157,458.626
884,Middle Aged,Male,Own Home,Married,1,84200,0,High Spending,24,South,Louisiana,New Orleans,39928,1654.133
892,Middle Aged,Male,Own Home,Married,1,96900,0,High Spending,6,South,Louisiana,New Orleans,40068,1159.217
933,Old,Female,Own Home,No,0,40600,2,Medium Spending,6,South,Louisiana,New Orleans,41710,690.248
946,Middle Aged,Female,Renting,No,1,43000,3,Low Spending,24,South,Louisiana,New Orleans,40172,225.089
982,Middle Aged,Male,Own Home,No,1,64300,0,NA,6,South,Louisiana,New Orleans,42031,1324.757
984,Old,Male,Own Home,Married,0,86500,0,High Spending,24,South,Louisiana,New Orleans,40468,2690.051
986,Middle Aged,Female,Own Home,Married,1,123600,1,NA,12,South,Louisiana,New Orleans,42092,1891.782
990,Young,Female,Renting,No,0,12400,3,Low Spending,18,South,Louisiana,New Orleans,41369,204.91
31,Middle Aged,Female,Own Home,No,0,55200,0,High Spending,18,East,New York,New York,40422,1713.624
34,Middle Aged,Female,Own Home,No,1,41300,1,NA,18,East,New York,New York,42175,932.214
39,Old,Female,Own Home,No,1,39900,0,NA,6,East,New York,New York,42034,619.438
54,Old,Female,Own Home,Married,1,21500,0,Low Spending,18,East,New York,New York,40868,444.987
143,Young,Male,Own Home,Married,1,58900,0,NA,18,East,New York,New York,42101,1214.607
160,Young,Male,Renting,No,1,14800,3,NA,12,East,New York,New York,42065,435.747
206,Old,Female,Own Home,No,1,17300,0,Low Spending,6,East,New York,New York,41397,165.935
237,Middle Aged,Female,Renting,Married,1,79500,0,High Spending,12,East,New York,New York,41997,1650.913
259,Middle Aged,Male,Own Home,No,1,82800,0,NA,6,East,New York,New York,42151,1543.563
286,Middle Aged,Female,Renting,No,1,25700,2,Low Spending,6,East,New York,New York,41824,172.838
303,Middle Aged,Male,Own Home,Married,1,117500,2,Medium Spending,12,East,New York,New York,40279,926.873
308,Middle Aged,Male,Own Home,No,0,45000,1,NA,18,East,New York,New York,42204,901.551
319,Old,Female,Own Home,Married,1,72900,0,High Spending,6,East,New York,New York,41161,752.516
336,Middle Aged,Male,Own Home,Married,1,97500,0,High Spending,18,East,New York,New York,39939,2836.752
352,Young,Female,Renting,No,0,12500,1,NA,12,East,New York,New York,42102,421.969
401,Middle Aged,Female,Own Home,No,1,46100,2,Low Spending,12,East,New York,New York,41420,418.435
434,Middle Aged,Female,Renting,Married,1,81400,2,NA,6,East,New York,New York,42088,1014.335
465,Middle Aged,Male,Own Home,Married,1,64800,2,Medium Spending,12,East,New York,New York,40193,574.103
493,Old,Male,Own Home,Married,1,58300,0,Medium Spending,24,East,New York,New York,41863,1472.263
513,Middle Aged,Female,Own Home,Married,0,90400,1,High Spending,18,East,New York,New York,40880,2924.424
543,Young,Female,Renting,No,1,14800,1,Low Spending,6,East,New York,New York,39989,208.505
571,Middle Aged,Female,Own Home,Married,1,68200,1,NA,6,East,New York,New York,42210,817.748
631,Middle Aged,Male,Renting,No,1,45900,0,Medium Spending,12,East,New York,New York,40568,716.314
637,Old,Female,Own Home,No,1,51900,0,Medium Spending,12,East,New York,New York,41690,1147.64
661,Middle Aged,Female,Own Home,Married,1,67900,3,Low Spending,12,East,New York,New York,41874,355.95
697,Middle Aged,Female,Own Home,No,0,52600,2,Medium Spending,12,East,New York,New York,40665,1307.004
744,Young,Female,Renting,No,1,13500,0,Low Spending,18,East,New York,New York,42208,295.708
746,Middle Aged,Female,Renting,No,0,39000,3,Low Spending,6,East,New York,New York,41201,291.739
807,Middle Aged,Female,Renting,Married,1,93500,1,High Spending,18,East,New York,New York,39944,1425.969
813,Middle Aged,Male,Renting,No,1,43800,0,Medium Spending,12,East,New York,New York,40889,605.541
814,Old,Male,Own Home,Married,1,66300,0,High Spending,12,East,New York,New York,40229,1087.79
819,Young,Female,Renting,Married,1,25500,2,Low Spending,6,East,New York,New York,42228,138.626
831,Middle Aged,Male,Own Home,Married,1,77700,0,NA,6,East,New York,New York,42079,983.21
851,Old,Female,Renting,No,1,37000,1,NA,6,East,New York,New York,42230,632.356
874,Middle Aged,Male,Own Home,Married,1,60500,3,Low Spending,12,East,New York,New York,41759,339.639
930,Old,Female,Renting,No,0,15000,0,Low Spending,12,East,New York,New York,41162,377.952
938,Old,Female,Own Home,No,1,22800,0,Low Spending,6,East,New York,New York,41933,257.67
952,Middle Aged,Male,Own Home,Married,1,108200,3,Low Spending,12,East,New York,New York,40742,635.307
958,Middle Aged,Female,Own Home,Married,0,109800,0,High Spending,18,East,New York,New York,41215,4279.258
1,Young,Female,Renting,No,1,16400,1,Low Spending,12,South,Florida,Orlando,40839,217.691
3,Middle Aged,Male,Own Home,Married,1,97300,1,NA,12,South,Florida,Orlando,42234,3047.563
10,Old,Male,Own Home,Married,0,62300,0,High Spending,24,South,Florida,Orlando,40703,2644.418
35,Middle Aged,Male,Own Home,No,0,65400,1,High Spending,12,South,Florida,Orlando,40659,2289.968
109,Young,Male,Renting,Married,1,36500,0,Medium Spending,24,South,Florida,Orlando,41477,1140.258
119,Middle Aged,Male,Own Home,No,1,68400,0,High Spending,18,South,Florida,Orlando,41279,1154.914
210,Old,Female,Own Home,Married,1,41600,0,NA,18,South,Florida,Orlando,42187,982.041
215,Young,Male,Renting,Married,1,36900,0,Medium Spending,18,South,Florida,Orlando,40574,721.335
220,Young,Female,Renting,Married,1,40900,1,Medium Spending,18,South,Florida,Orlando,40777,961.609
248,Old,Female,Own Home,No,1,35900,0,NA,12,South,Florida,Orlando,42172,962.012
253,Old,Female,Renting,No,0,20400,0,NA,24,South,Florida,Orlando,42084,513.076
296,Middle Aged,Male,Own Home,Married,1,83000,2,Medium Spending,6,South,Florida,Orlando,41857,725.79
316,Middle Aged,Male,Own Home,Married,1,96300,2,NA,18,South,Florida,Orlando,42049,3915.86
318,Middle Aged,Male,Own Home,No,1,60200,0,Medium Spending,12,South,Florida,Orlando,41473,1365.332
337,Young,Male,Own Home,No,1,29600,3,NA,12,South,Florida,Orlando,42085,583.081
342,Young,Female,Renting,No,1,17200,1,NA,12,South,Florida,Orlando,42220,329.397
347,Middle Aged,Male,Own Home,Married,0,72500,0,NA,24,South,Florida,Orlando,42020,2594.924
355,Young,Male,Renting,Married,1,41600,3,NA,24,South,Florida,Orlando,42037,1633.555
363,Middle Aged,Female,Own Home,No,1,43300,1,NA,18,South,Florida,Orlando,42092,1020.542
396,Middle Aged,Male,Renting,Married,1,105600,3,Low Spending,6,South,Florida,Orlando,42044,304.201
420,Middle Aged,Male,Own Home,Married,1,109600,1,High Spending,12,South,Florida,Orlando,42052,2317.554
482,Young,Female,Renting,No,1,15000,2,NA,12,South,Florida,Orlando,42158,340.809
492,Young,Female,Own Home,No,0,27900,0,Medium Spending,18,South,Florida,Orlando,40935,1184.054
518,Old,Male,Own Home,Married,0,37000,0,Medium Spending,12,South,Florida,Orlando,40315,849.672
544,Young,Female,Renting,No,1,12700,3,Low Spending,12,South,Florida,Orlando,40044,87.449
581,Old,Male,Own Home,Married,0,112900,0,High Spending,24,South,Florida,Orlando,39849,6217.343
592,Young,Female,Renting,No,0,32400,1,Medium Spending,24,South,Florida,Orlando,40748,919.965
594,Middle Aged,Female,Renting,Married,0,120800,1,High Spending,24,South,Florida,Orlando,41869,5829.655
602,Middle Aged,Male,Own Home,No,0,39100,1,Medium Spending,12,South,Florida,Orlando,41299,1001.371
734,Young,Female,Own Home,Married,0,68000,0,High Spending,24,South,Florida,Orlando,40361,3688.445
764,Young,Male,Renting,No,1,28400,3,Low Spending,18,South,Florida,Orlando,40481,181.753
776,Middle Aged,Male,Own Home,Married,1,79000,2,Medium Spending,18,South,Florida,Orlando,41836,670.508
797,Old,Male,Own Home,Married,1,134500,0,High Spending,24,South,Florida,Orlando,40467,4557.754
802,Young,Female,Renting,Married,1,40000,0,NA,6,South,Florida,Orlando,42183,613.326
809,Middle Aged,Male,Own Home,Married,1,127000,0,NA,12,South,Florida,Orlando,42005,1821.011
843,Young,Male,Renting,No,1,19600,0,Low Spending,12,South,Florida,Orlando,40025,395.319
895,Old,Male,Own Home,Married,0,74500,0,NA,18,South,Florida,Orlando,42010,1413.224
902,Middle Aged,Female,Renting,Married,1,68800,0,NA,6,South,Florida,Orlando,42195,1658.269
905,Young,Male,Renting,No,1,18000,0,Low Spending,12,South,Florida,Orlando,41899,303.065
912,Young,Female,Renting,No,1,29200,3,NA,6,South,Florida,Orlando,42102,636.284
920,Young,Female,Renting,Married,1,13800,0,Low Spending,18,South,Florida,Orlando,41640,363.468
932,Old,Male,Renting,Married,1,49600,0,Medium Spending,6,South,Florida,Orlando,41589,770.114
934,Middle Aged,Female,Own Home,Married,1,111900,1,NA,12,South,Florida,Orlando,42111,2340.2
950,Middle Aged,Male,Own Home,Married,0,118400,2,NA,12,South,Florida,Orlando,42237,3940.897
976,Young,Male,Renting,No,0,14900,1,NA,12,South,Florida,Orlando,42101,421.865
16,Middle Aged,Female,Own Home,Married,1,76700,2,Medium Spending,6,East,Pennsylvania,Philadelphia,41118,533.868
48,Middle Aged,Female,Own Home,Married,1,81700,3,Low Spending,24,East,Pennsylvania,Philadelphia,41021,879.439
50,Middle Aged,Female,Renting,No,1,47000,0,NA,6,East,Pennsylvania,Philadelphia,42208,962.841
51,Middle Aged,Female,Renting,No,1,28200,1,Low Spending,6,East,Pennsylvania,Philadelphia,41567,223.565
61,Young,Female,Renting,No,1,11000,2,NA,18,East,Pennsylvania,Philadelphia,42135,393.488
77,Middle Aged,Male,Own Home,No,1,64000,3,Low Spending,12,East,Pennsylvania,Philadelphia,40446,410.023
101,Middle Aged,Female,Own Home,Married,1,48900,3,NA,18,East,Pennsylvania,Philadelphia,42183,914.946
113,Young,Male,Renting,No,1,21900,0,Low Spending,12,East,Pennsylvania,Philadelphia,40392,275.644
180,Old,Female,Own Home,Married,0,84100,0,High Spending,18,East,Pennsylvania,Philadelphia,40329,2710.041
199,Middle Aged,Female,Renting,No,1,46600,0,Medium Spending,24,East,Pennsylvania,Philadelphia,42014,905.808
213,Middle Aged,Female,Own Home,No,1,72200,0,NA,18,East,Pennsylvania,Philadelphia,42041,3278.083
242,Middle Aged,Male,Own Home,Married,1,107300,2,Medium Spending,24,East,Pennsylvania,Philadelphia,41093,1194.239
277,Middle Aged,Male,Own Home,No,1,48100,0,Medium Spending,18,East,Pennsylvania,Philadelphia,39999,1639.592
331,Young,Male,Renting,No,1,15800,2,Low Spending,12,East,Pennsylvania,Philadelphia,41563,147.253
350,Middle Aged,Male,Own Home,Married,1,54700,0,Medium Spending,18,East,Pennsylvania,Philadelphia,40076,848.279
366,Middle Aged,Male,Own Home,Married,1,96300,1,High Spending,24,East,Pennsylvania,Philadelphia,40883,1909.168
405,Middle Aged,Male,Own Home,No,1,49900,1,NA,24,East,Pennsylvania,Philadelphia,42199,1630.84
437,Middle Aged,Male,Own Home,Married,1,107400,1,High Spending,24,East,Pennsylvania,Philadelphia,41117,1821.345
468,Young,Female,Renting,No,1,22600,3,NA,6,East,Pennsylvania,Philadelphia,42068,521.046
491,Middle Aged,Male,Own Home,Married,1,74500,0,High Spending,6,East,Pennsylvania,Philadelphia,40731,1481
496,Middle Aged,Female,Own Home,Married,0,87200,0,High Spending,18,East,Pennsylvania,Philadelphia,40768,3603.919
500,Middle Aged,Male,Own Home,No,1,56300,3,Low Spending,6,East,Pennsylvania,Philadelphia,40697,320.758
516,Young,Female,Renting,Married,1,71200,3,Low Spending,12,East,Pennsylvania,Philadelphia,39955,392.379
578,Middle Aged,Male,Renting,Married,1,38400,2,Low Spending,6,East,Pennsylvania,Philadelphia,41944,188.132
628,Young,Female,Own Home,No,1,27500,3,NA,12,East,Pennsylvania,Philadelphia,42020,571.208
688,Middle Aged,Female,Renting,No,1,40400,1,Low Spending,24,East,Pennsylvania,Philadelphia,40035,630.091
704,Old,Female,Renting,Married,1,46900,0,Medium Spending,6,East,Pennsylvania,Philadelphia,41251,702.632
716,Middle Aged,Male,Own Home,Married,0,98900,0,NA,18,East,Pennsylvania,Philadelphia,42074,3126.18
722,Middle Aged,Male,Renting,Married,0,70500,1,NA,24,East,Pennsylvania,Philadelphia,42071,2145.096
820,Old,Female,Renting,Married,0,64600,0,High Spending,18,East,Pennsylvania,Philadelphia,41262,2205.806
826,Young,Male,Renting,Married,1,69700,1,Medium Spending,12,East,Pennsylvania,Philadelphia,40474,1432.328
861,Old,Female,Own Home,Married,0,100100,0,High Spending,12,East,Pennsylvania,Philadelphia,40165,3103.702
906,Middle Aged,Female,Own Home,No,1,43100,0,NA,24,East,Pennsylvania,Philadelphia,42055,1443.609
923,Middle Aged,Female,Own Home,No,1,53300,3,NA,6,East,Pennsylvania,Philadelphia,42187,507.69
931,Old,Male,Own Home,Married,1,168800,0,High Spending,6,East,Pennsylvania,Philadelphia,40831,1511.751
959,Young,Female,Renting,No,1,14400,1,Low Spending,18,East,Pennsylvania,Philadelphia,41784,222.744
975,Middle Aged,Female,Renting,Married,1,88600,3,Low Spending,6,East,Pennsylvania,Philadelphia,41575,211.525
979,Old,Male,Own Home,No,1,62200,0,NA,12,East,Pennsylvania,Philadelphia,42041,1582.612
998,Middle Aged,Male,Own Home,Married,1,102600,0,High Spending,18,East,Pennsylvania,Philadelphia,41495,2545.732
6,Middle Aged,Female,Renting,No,1,42800,0,Medium Spending,12,West,Arizona,Phoenix,41337,758.649
33,Young,Female,Renting,No,0,13700,2,NA,24,West,Arizona,Phoenix,42210,414.052
45,Middle Aged,Male,Own Home,Married,0,74400,0,High Spending,6,West,Arizona,Phoenix,39852,1892.695
71,Old,Female,Own Home,Married,1,74900,0,High Spending,12,West,Arizona,Phoenix,41651,1473.961
117,Old,Female,Own Home,No,1,58200,0,Medium Spending,18,West,Arizona,Phoenix,41165,981.355
137,Old,Female,Renting,Married,0,52500,0,High Spending,24,West,Arizona,Phoenix,40901,2037.516
148,Young,Female,Renting,No,1,12100,1,Low Spending,6,West,Arizona,Phoenix,41529,89.703
265,Old,Male,Own Home,No,1,40200,2,NA,18,West,Arizona,Phoenix,42084,1196.764
395,Middle Aged,Male,Own Home,Married,0,113300,1,High Spending,18,West,Arizona,Phoenix,41290,5151.431
424,Middle Aged,Male,Renting,No,1,43700,0,NA,18,West,Arizona,Phoenix,42101,1343.647
426,Old,Male,Own Home,No,1,71300,0,High Spending,18,West,Arizona,Phoenix,41067,1542.565
456,Young,Female,Renting,No,0,28900,0,Medium Spending,24,West,Arizona,Phoenix,39903,905.137
461,Middle Aged,Male,Renting,No,1,39000,0,NA,6,West,Arizona,Phoenix,42240,643.295
481,Old,Male,Own Home,No,1,58700,0,NA,24,West,Arizona,Phoenix,42237,1479.484
495,Middle Aged,Male,Own Home,Married,1,104100,0,High Spending,24,West,Arizona,Phoenix,41013,2636.239
498,Young,Male,Renting,Married,1,64300,3,Low Spending,6,West,Arizona,Phoenix,41159,239.194
519,Young,Female,Renting,No,1,25300,3,NA,6,West,Arizona,Phoenix,42088,510.148
520,Young,Female,Renting,Married,0,53700,0,High Spending,24,West,Arizona,Phoenix,42044,2490.974
530,Middle Aged,Female,Own Home,Married,1,35300,0,Medium Spending,24,West,Arizona,Phoenix,41847,1092.528
535,Middle Aged,Male,Own Home,Married,1,97100,0,NA,12,West,Arizona,Phoenix,42014,1473.127
538,Middle Aged,Male,Renting,No,0,67700,0,High Spending,12,West,Arizona,Phoenix,41914,2226.351
559,Young,Female,Renting,Married,1,40900,2,Low Spending,18,West,Arizona,Phoenix,40995,575.602
622,Old,Female,Own Home,No,1,17600,0,Low Spending,6,West,Arizona,Phoenix,40097,224.368
633,Young,Male,Renting,No,0,13800,1,Low Spending,12,West,Arizona,Phoenix,40100,367.824
648,Young,Male,Renting,No,0,22900,1,NA,12,West,Arizona,Phoenix,42067,814.045
653,Old,Male,Own Home,Married,1,54600,0,Medium Spending,24,West,Arizona,Phoenix,40849,1245.733
658,Old,Female,Own Home,Married,1,89000,0,High Spending,12,West,Arizona,Phoenix,41281,1486.535
663,Middle Aged,Female,Own Home,No,0,34600,2,Medium Spending,18,West,Arizona,Phoenix,42010,748.254
664,Middle Aged,Female,Own Home,No,1,43500,1,Medium Spending,12,West,Arizona,Phoenix,40599,500.448
687,Middle Aged,Female,Own Home,Married,1,82400,2,Medium Spending,18,West,Arizona,Phoenix,41069,657.46
733,Old,Male,Own Home,No,0,62000,0,High Spending,24,West,Arizona,Phoenix,40586,3293.157
752,Middle Aged,Female,Own Home,Married,0,101700,1,NA,24,West,Arizona,Phoenix,42185,2551.12
757,Young,Female,Own Home,No,0,31900,0,NA,12,West,Arizona,Phoenix,42045,859.605
769,Middle Aged,Female,Renting,Married,1,60500,2,Low Spending,6,West,Arizona,Phoenix,41923,408.638
772,Middle Aged,Female,Own Home,No,1,51200,0,Medium Spending,18,West,Arizona,Phoenix,40994,1257.383
774,Old,Female,Renting,No,1,29200,0,Low Spending,12,West,Arizona,Phoenix,41938,556.24
777,Young,Male,Renting,Married,1,36600,0,NA,6,West,Arizona,Phoenix,42023,586.627
833,Young,Male,Renting,No,1,21300,0,Low Spending,24,West,Arizona,Phoenix,41287,676.765
845,Young,Female,Renting,Married,0,47200,1,Medium Spending,12,West,Arizona,Phoenix,39902,1271.71
870,Middle Aged,Female,Renting,Married,1,72900,3,Low Spending,6,West,Arizona,Phoenix,41342,252.164
883,Old,Male,Own Home,No,0,61000,0,High Spending,6,West,Arizona,Phoenix,41330,974.512
907,Young,Female,Own Home,No,1,27800,3,NA,12,West,Arizona,Phoenix,42226,407.584
909,Middle Aged,Male,Renting,No,1,38600,1,Low Spending,18,West,Arizona,Phoenix,41961,542.1
937,Old,Female,Own Home,No,1,33000,3,NA,6,West,Arizona,Phoenix,42025,700.351
955,Middle Aged,Male,Own Home,Married,1,96600,0,NA,12,West,Arizona,Phoenix,42128,1436.806
